ado	http://purl.obolibrary.org/obo/ado.owl
agro	http://purl.obolibrary.org/obo/agro.owl
aism	http://purl.obolibrary.org/obo/aism.owl
amphx	http://purl.obolibrary.org/obo/amphx.owl
apo	http://purl.obolibrary.org/obo/apo.owl
apollo_sv	http://purl.obolibrary.org/obo/apollo_sv.owl
aro	http://purl.obolibrary.org/obo/aro.owl
bco	http://purl.obolibrary.org/obo/bco.owl
bfo	http://purl.obolibrary.org/obo/bfo.owl
bspo	http://purl.obolibrary.org/obo/bspo.owl
bto	http://purl.obolibrary.org/obo/bto.owl
caro	http://purl.obolibrary.org/obo/caro.owl
cdao	http://purl.obolibrary.org/obo/cdao.owl
cdno	http://purl.obolibrary.org/obo/cdno.owl
chebi	http://purl.obolibrary.org/obo/chebi.owl
cheminf	http://purl.obolibrary.org/obo/cheminf.owl
chiro	http://purl.obolibrary.org/obo/chiro.owl
chmo	http://purl.obolibrary.org/obo/chmo.owl
cido	http://purl.obolibrary.org/obo/cido.owl
cio	http://purl.obolibrary.org/obo/cio.owl
cl	http://purl.obolibrary.org/obo/cl.owl
clao	http://purl.obolibrary.org/obo/clao.owl
clo	http://purl.obolibrary.org/obo/clo.owl
clyh	http://purl.obolibrary.org/obo/clyh.owl
cmo	http://purl.obolibrary.org/obo/cmo.owl
cob	http://purl.obolibrary.org/obo/cob.owl
colao	http://purl.obolibrary.org/obo/colao.owl
cro	http://purl.obolibrary.org/obo/cro.owl
cteno	http://purl.obolibrary.org/obo/cteno.owl
cto	http://purl.obolibrary.org/obo/cto.owl
cvdo	http://purl.obolibrary.org/obo/cvdo.owl
ddanat	http://purl.obolibrary.org/obo/ddanat.owl
ddpheno	http://purl.obolibrary.org/obo/ddpheno.owl
dideo	http://purl.obolibrary.org/obo/dideo.owl
disdriv	http://purl.obolibrary.org/obo/disdriv.owl
doid	http://purl.obolibrary.org/obo/doid.owl
dpo	http://purl.obolibrary.org/obo/dpo.owl
dron	http://purl.obolibrary.org/obo/dron.owl
duo	http://purl.obolibrary.org/obo/duo.owl
ecao	http://purl.obolibrary.org/obo/ecao.owl
eco	http://purl.obolibrary.org/obo/eco.owl
ecocore	http://purl.obolibrary.org/obo/ecocore.owl
ecto	http://purl.obolibrary.org/obo/ecto.owl
emapa	http://purl.obolibrary.org/obo/emapa.owl
envo	http://purl.obolibrary.org/obo/envo.owl
epio	http://purl.obolibrary.org/obo/epio.owl
eupath	http://purl.obolibrary.org/obo/eupath.owl
exo	http://purl.obolibrary.org/obo/exo.owl
fao	http://purl.obolibrary.org/obo/fao.owl
fbbi	http://purl.obolibrary.org/obo/fbbi.owl
fbbt	http://purl.obolibrary.org/obo/fbbt.owl
fbcv	http://purl.obolibrary.org/obo/fbcv.owl
fbdv	http://purl.obolibrary.org/obo/fbdv.owl
fideo	http://purl.obolibrary.org/obo/fideo.owl
flopo	http://purl.obolibrary.org/obo/flopo.owl
fobi	http://purl.obolibrary.org/obo/fobi.owl
foodon	http://purl.obolibrary.org/obo/foodon.owl
fovt	http://purl.obolibrary.org/obo/fovt.owl
fypo	http://purl.obolibrary.org/obo/fypo.owl
gecko	http://purl.obolibrary.org/obo/gecko.owl
genepio	http://purl.obolibrary.org/obo/genepio.owl
geno	http://purl.obolibrary.org/obo/geno.owl
geo	http://purl.obolibrary.org/obo/geo.owl
gno	http://purl.obolibrary.org/obo/gno.owl
go	http://purl.obolibrary.org/obo/go.owl
hancestro	http://purl.obolibrary.org/obo/hancestro.owl
hao	http://purl.obolibrary.org/obo/hao.owl
hom	http://purl.obolibrary.org/obo/hom.owl
hsapdv	http://purl.obolibrary.org/obo/hsapdv.owl
hso	http://purl.obolibrary.org/obo/hso.owl
htn	http://purl.obolibrary.org/obo/htn.owl
iao	http://purl.obolibrary.org/obo/iao.owl
iceo	http://purl.obolibrary.org/obo/iceo.owl
ico	http://purl.obolibrary.org/obo/ico.owl
ido	http://purl.obolibrary.org/obo/ido.owl
